gene,description,apoptosis,cell_cycle,p53_signaling,immune_response,metabolism,DNA_repair,angiogenesis,inflammation,oxidative_stress,transcription_regulation
GENE_0998,Predicted function for GENE_0998 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_0999,Predicted function for GENE_0999 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1000,Predicted function for GENE_1000 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1001,Predicted function for GENE_1001 based on expression profile.,0,0,0,0,0,0,1,1,0,0
GENE_1002,Predicted function for GENE_1002 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1003,Predicted function for GENE_1003 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1004,Predicted function for GENE_1004 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1005,Predicted function for GENE_1005 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1006,Predicted function for GENE_1006 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1007,Predicted function for GENE_1007 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1008,Predicted function for GENE_1008 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1009,Predicted function for GENE_1009 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1010,Predicted function for GENE_1010 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1011,Predicted function for GENE_1011 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1012,Predicted function for GENE_1012 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1013,Predicted function for GENE_1013 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1014,Predicted function for GENE_1014 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1015,Predicted function for GENE_1015 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1016,Predicted function for GENE_1016 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1017,Predicted function for GENE_1017 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_1018,Predicted function for GENE_1018 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1019,Predicted function for GENE_1019 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1020,Predicted function for GENE_1020 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1021,Predicted function for GENE_1021 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1022,Predicted function for GENE_1022 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1023,Predicted function for GENE_1023 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1024,Predicted function for GENE_1024 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1025,Predicted function for GENE_1025 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_1026,Predicted function for GENE_1026 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_1027,Predicted function for GENE_1027 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1028,Predicted function for GENE_1028 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_1029,Predicted function for GENE_1029 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1030,Predicted function for GENE_1030 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1031,Predicted function for GENE_1031 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1032,Predicted function for GENE_1032 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1033,Predicted function for GENE_1033 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1034,Predicted function for GENE_1034 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1035,Predicted function for GENE_1035 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1036,Predicted function for GENE_1036 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1037,Predicted function for GENE_1037 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1038,Predicted function for GENE_1038 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1039,Predicted function for GENE_1039 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1040,Predicted function for GENE_1040 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1041,Predicted function for GENE_1041 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1042,Predicted function for GENE_1042 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_1043,Predicted function for GENE_1043 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1044,Predicted function for GENE_1044 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1045,Predicted function for GENE_1045 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1046,Predicted function for GENE_1046 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1047,Predicted function for GENE_1047 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1048,Predicted function for GENE_1048 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1049,Predicted function for GENE_1049 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1050,Predicted function for GENE_1050 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1051,Predicted function for GENE_1051 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1052,Predicted function for GENE_1052 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_1053,Predicted function for GENE_1053 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1054,Predicted function for GENE_1054 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1055,Predicted function for GENE_1055 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1056,Predicted function for GENE_1056 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1057,Predicted function for GENE_1057 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1058,Predicted function for GENE_1058 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1059,Predicted function for GENE_1059 based on expression profile.,0,0,1,0,0,0,0,0,1,0
GENE_1060,Predicted function for GENE_1060 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1061,Predicted function for GENE_1061 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1062,Predicted function for GENE_1062 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1063,Predicted function for GENE_1063 based on expression profile.,0,1,0,0,1,0,0,0,0,0
GENE_1064,Predicted function for GENE_1064 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1065,Predicted function for GENE_1065 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1066,Predicted function for GENE_1066 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1067,Predicted function for GENE_1067 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1068,Predicted function for GENE_1068 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1069,Predicted function for GENE_1069 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1070,Predicted function for GENE_1070 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1071,Predicted function for GENE_1071 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1072,Predicted function for GENE_1072 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1073,Predicted function for GENE_1073 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1074,Predicted function for GENE_1074 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_1075,Predicted function for GENE_1075 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1076,Predicted function for GENE_1076 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1077,Predicted function for GENE_1077 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1078,Predicted function for GENE_1078 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_1079,Predicted function for GENE_1079 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_1080,Predicted function for GENE_1080 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1081,Predicted function for GENE_1081 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1082,Predicted function for GENE_1082 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1083,Predicted function for GENE_1083 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1084,Predicted function for GENE_1084 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1085,Predicted function for GENE_1085 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1086,Predicted function for GENE_1086 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_1087,Predicted function for GENE_1087 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1088,Predicted function for GENE_1088 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1089,Predicted function for GENE_1089 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1090,Predicted function for GENE_1090 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1091,Predicted function for GENE_1091 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1092,Predicted function for GENE_1092 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_1093,Predicted function for GENE_1093 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1094,Predicted function for GENE_1094 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1095,Predicted function for GENE_1095 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1096,Predicted function for GENE_1096 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1097,Predicted function for GENE_1097 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1098,Predicted function for GENE_1098 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1099,Predicted function for GENE_1099 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1100,Predicted function for GENE_1100 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1101,Predicted function for GENE_1101 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_1102,Predicted function for GENE_1102 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1103,Predicted function for GENE_1103 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1104,Predicted function for GENE_1104 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_1105,Predicted function for GENE_1105 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1106,Predicted function for GENE_1106 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1107,Predicted function for GENE_1107 based on expression profile.,0,1,0,0,1,0,0,0,0,0
GENE_1108,Predicted function for GENE_1108 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1109,Predicted function for GENE_1109 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1110,Predicted function for GENE_1110 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1111,Predicted function for GENE_1111 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1112,Predicted function for GENE_1112 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_1113,Predicted function for GENE_1113 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_1114,Predicted function for GENE_1114 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1115,Predicted function for GENE_1115 based on expression profile.,0,0,0,0,0,1,0,0,0,1
GENE_1116,Predicted function for GENE_1116 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1117,Predicted function for GENE_1117 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1118,Predicted function for GENE_1118 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1119,Predicted function for GENE_1119 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1120,Predicted function for GENE_1120 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1121,Predicted function for GENE_1121 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_1122,Predicted function for GENE_1122 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1123,Predicted function for GENE_1123 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1124,Predicted function for GENE_1124 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1125,Predicted function for GENE_1125 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1126,Predicted function for GENE_1126 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1127,Predicted function for GENE_1127 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1128,Predicted function for GENE_1128 based on expression profile.,0,0,0,0,0,1,0,0,0,1
GENE_1129,Predicted function for GENE_1129 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_1130,Predicted function for GENE_1130 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1131,Predicted function for GENE_1131 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1132,Predicted function for GENE_1132 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1133,Predicted function for GENE_1133 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1134,Predicted function for GENE_1134 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_1135,Predicted function for GENE_1135 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_1136,Predicted function for GENE_1136 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1137,Predicted function for GENE_1137 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_1138,Predicted function for GENE_1138 based on expression profile.,0,0,0,0,0,1,0,0,0,1
GENE_1139,Predicted function for GENE_1139 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1140,Predicted function for GENE_1140 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1141,Predicted function for GENE_1141 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1142,Predicted function for GENE_1142 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1143,Predicted function for GENE_1143 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1144,Predicted function for GENE_1144 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_1145,Predicted function for GENE_1145 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1146,Predicted function for GENE_1146 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1147,Predicted function for GENE_1147 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_1148,Predicted function for GENE_1148 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1149,Predicted function for GENE_1149 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_1150,Predicted function for GENE_1150 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1151,Predicted function for GENE_1151 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1152,Predicted function for GENE_1152 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1153,Predicted function for GENE_1153 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_1154,Predicted function for GENE_1154 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1155,Predicted function for GENE_1155 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1156,Predicted function for GENE_1156 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1157,Predicted function for GENE_1157 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1158,Predicted function for GENE_1158 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1159,Predicted function for GENE_1159 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1160,Predicted function for GENE_1160 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1161,Predicted function for GENE_1161 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1162,Predicted function for GENE_1162 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1163,Predicted function for GENE_1163 based on expression profile.,0,0,1,0,0,0,0,0,1,0
GENE_1164,Predicted function for GENE_1164 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1165,Predicted function for GENE_1165 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1166,Predicted function for GENE_1166 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_1167,Predicted function for GENE_1167 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1168,Predicted function for GENE_1168 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_1169,Predicted function for GENE_1169 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1170,Predicted function for GENE_1170 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1171,Predicted function for GENE_1171 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1172,Predicted function for GENE_1172 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1173,Predicted function for GENE_1173 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1174,Predicted function for GENE_1174 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1175,Predicted function for GENE_1175 based on expression profile.,0,0,0,0,1,0,0,1,0,0
GENE_1176,Predicted function for GENE_1176 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1177,Predicted function for GENE_1177 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1178,Predicted function for GENE_1178 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1179,Predicted function for GENE_1179 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1180,Predicted function for GENE_1180 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1181,Predicted function for GENE_1181 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1182,Predicted function for GENE_1182 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1183,Predicted function for GENE_1183 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1184,Predicted function for GENE_1184 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_1185,Predicted function for GENE_1185 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1186,Predicted function for GENE_1186 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_1187,Predicted function for GENE_1187 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_1188,Predicted function for GENE_1188 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1189,Predicted function for GENE_1189 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1190,Predicted function for GENE_1190 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_1191,Predicted function for GENE_1191 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1192,Predicted function for GENE_1192 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_1193,Predicted function for GENE_1193 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1194,Predicted function for GENE_1194 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1195,Predicted function for GENE_1195 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1196,Predicted function for GENE_1196 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_1197,Predicted function for GENE_1197 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1198,Predicted function for GENE_1198 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_1199,Predicted function for GENE_1199 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1200,Predicted function for GENE_1200 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1201,Predicted function for GENE_1201 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1202,Predicted function for GENE_1202 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1203,Predicted function for GENE_1203 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1204,Predicted function for GENE_1204 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1205,Predicted function for GENE_1205 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1206,Predicted function for GENE_1206 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1207,Predicted function for GENE_1207 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1208,Predicted function for GENE_1208 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1209,Predicted function for GENE_1209 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1210,Predicted function for GENE_1210 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1211,Predicted function for GENE_1211 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_1212,Predicted function for GENE_1212 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1213,Predicted function for GENE_1213 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1214,Predicted function for GENE_1214 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1215,Predicted function for GENE_1215 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1216,Predicted function for GENE_1216 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1217,Predicted function for GENE_1217 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1218,Predicted function for GENE_1218 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1219,Predicted function for GENE_1219 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1220,Predicted function for GENE_1220 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1221,Predicted function for GENE_1221 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1222,Predicted function for GENE_1222 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_1223,Predicted function for GENE_1223 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1224,Predicted function for GENE_1224 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1225,Predicted function for GENE_1225 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1226,Predicted function for GENE_1226 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1227,Predicted function for GENE_1227 based on expression profile.,0,1,0,0,0,0,0,0,0,1
GENE_1228,Predicted function for GENE_1228 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1229,Predicted function for GENE_1229 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_1230,Predicted function for GENE_1230 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1231,Predicted function for GENE_1231 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1232,Predicted function for GENE_1232 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_1233,Predicted function for GENE_1233 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1234,Predicted function for GENE_1234 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1235,Predicted function for GENE_1235 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1236,Predicted function for GENE_1236 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1237,Predicted function for GENE_1237 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1238,Predicted function for GENE_1238 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1239,Predicted function for GENE_1239 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1240,Predicted function for GENE_1240 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1241,Predicted function for GENE_1241 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_1242,Predicted function for GENE_1242 based on expression profile.,0,0,0,0,0,0,1,1,0,0
GENE_1243,Predicted function for GENE_1243 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1244,Predicted function for GENE_1244 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1245,Predicted function for GENE_1245 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1246,Predicted function for GENE_1246 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_1247,Predicted function for GENE_1247 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_1248,Predicted function for GENE_1248 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_1249,Predicted function for GENE_1249 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1250,Predicted function for GENE_1250 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1251,Predicted function for GENE_1251 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1252,Predicted function for GENE_1252 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_1253,Predicted function for GENE_1253 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1254,Predicted function for GENE_1254 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1255,Predicted function for GENE_1255 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1256,Predicted function for GENE_1256 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_1257,Predicted function for GENE_1257 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1258,Predicted function for GENE_1258 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1259,Predicted function for GENE_1259 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1260,Predicted function for GENE_1260 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1261,Predicted function for GENE_1261 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1262,Predicted function for GENE_1262 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1263,Predicted function for GENE_1263 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1264,Predicted function for GENE_1264 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1265,Predicted function for GENE_1265 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1266,Predicted function for GENE_1266 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1267,Predicted function for GENE_1267 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1268,Predicted function for GENE_1268 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1269,Predicted function for GENE_1269 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1270,Predicted function for GENE_1270 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1271,Predicted function for GENE_1271 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1272,Predicted function for GENE_1272 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1273,Predicted function for GENE_1273 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1274,Predicted function for GENE_1274 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1275,Predicted function for GENE_1275 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1276,Predicted function for GENE_1276 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1277,Predicted function for GENE_1277 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1278,Predicted function for GENE_1278 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1279,Predicted function for GENE_1279 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1280,Predicted function for GENE_1280 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1281,Predicted function for GENE_1281 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1282,Predicted function for GENE_1282 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1283,Predicted function for GENE_1283 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1284,Predicted function for GENE_1284 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1285,Predicted function for GENE_1285 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1286,Predicted function for GENE_1286 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1287,Predicted function for GENE_1287 based on expression profile.,0,0,0,0,0,0,1,0,1,0
